,potential,finishing,short_passing,volleys,dribbling,long_passing,ball_control,reactions,shot_power,long_shots,interceptions,positioning,vision,standing_tackle,sliding_tackle,overall_rating
18845,74.0,49.0,69.0,46.0,56.0,63.0,67.0,69.0,77.0,59.0,74.0,53.0,63.0,73.0,70.0,72.0
18846,68.0,65.0,51.0,57.0,67.0,48.0,60.0,68.0,60.0,64.0,53.0,45.0,72.0,23.0,53.0,61.0
18847,73.0,23.0,67.0,25.0,41.0,63.0,55.0,77.0,63.0,37.0,84.0,36.0,38.0,76.0,77.0,73.0
18848,65.0,54.0,64.0,57.0,67.0,62.0,67.0,62.0,65.0,54.0,49.0,59.0,64.0,33.0,41.0,65.0
18849,78.0,72.0,77.0,64.0,74.0,77.0,75.0,70.0,96.0,81.0,47.0,69.0,76.0,55.0,51.0,75.0
18850,77.0,74.0,70.0,71.0,81.0,64.0,80.0,67.0,71.0,69.0,35.0,67.0,69.0,22.0,20.0,72.0
18851,84.0,67.0,76.0,67.0,74.0,71.0,75.0,84.0,74.0,68.0,67.0,77.0,74.0,82.0,83.0,80.0
18852,62.0,22.0,62.0,21.0,12.0,57.0,60.0,64.0,47.0,32.0,61.0,55.0,58.0,62.0,65.0,63.0
18853,76.0,34.0,55.0,24.0,45.0,60.0,55.0,72.0,69.0,33.0,74.0,25.0,44.0,76.0,74.0,71.0
18854,70.0,60.0,74.0,65.0,60.0,67.0,67.0,73.0,60.0,51.0,71.0,57.0,63.0,71.0,71.0,70.0
18855,80.0,67.0,83.0,69.0,82.0,74.0,82.0,84.0,75.0,66.0,77.0,73.0,76.0,82.0,78.0,80.0
18856,78.0,75.0,70.0,75.0,73.0,58.0,75.0,81.0,76.0,69.0,75.0,77.0,64.0,43.0,58.0,75.0
18857,75.0,11.0,15.0,9.0,10.0,20.0,19.0,71.0,14.0,14.0,21.0,16.0,45.0,10.0,13.0,73.0
18858,80.0,52.0,69.0,72.0,69.0,65.0,81.0,71.0,79.0,78.0,81.0,82.0,78.0,60.0,79.0,73.0
18859,85.0,8.0,23.0,12.0,15.0,28.0,25.0,78.0,42.0,14.0,20.0,10.0,35.0,9.0,13.0,84.0
18860,68.0,69.0,60.0,70.0,63.0,33.0,68.0,66.0,71.0,65.0,30.0,69.0,59.0,34.0,21.0,68.0
18861,68.0,24.0,63.0,35.0,52.0,51.0,58.0,64.0,58.0,47.0,74.0,38.0,38.0,67.0,65.0,68.0
18862,69.0,48.0,75.0,52.0,60.0,73.0,70.0,69.0,67.0,70.0,63.0,62.0,68.0,64.0,64.0,68.0
18863,65.0,46.0,60.0,46.0,55.0,59.0,59.0,45.0,58.0,47.0,60.0,59.0,55.0,57.0,47.0,58.0
18864,77.0,12.0,34.0,13.0,10.0,33.0,17.0,77.0,14.0,11.0,20.0,11.0,13.0,13.0,12.0,75.0
18865,81.0,68.0,84.0,62.0,81.0,80.0,82.0,83.0,76.0,75.0,83.0,78.0,81.0,71.0,70.0,81.0
18866,76.0,51.0,58.0,44.0,41.0,56.0,58.0,64.0,45.0,42.0,32.0,36.0,41.0,56.0,41.0,51.0
18867,84.0,59.0,80.0,57.0,73.0,79.0,76.0,82.0,74.0,71.0,87.0,69.0,76.0,85.0,82.0,82.0
18868,85.0,62.0,83.0,76.0,81.0,86.0,84.0,82.0,72.0,80.0,81.0,67.0,85.0,70.0,69.0,81.0
18869,61.0,38.0,65.0,26.0,52.0,55.0,48.0,61.0,51.0,31.0,42.0,38.0,55.0,55.0,57.0,52.0
18870,76.0,60.0,64.0,58.0,76.0,54.0,74.0,62.0,80.0,66.0,39.0,62.0,45.0,34.0,45.0,68.0
18871,69.0,42.0,44.0,20.0,27.0,67.0,46.0,62.0,20.0,23.0,60.0,21.0,52.0,67.0,66.0,62.0
18872,75.0,66.0,71.0,65.0,79.0,51.0,80.0,71.0,64.0,62.0,30.0,66.0,78.0,36.0,31.0,72.0
18873,70.0,66.0,69.0,68.0,67.0,46.0,71.0,73.0,72.0,67.0,44.0,73.0,67.0,34.0,33.0,70.0
18874,67.0,55.0,67.0,38.0,59.0,66.0,66.0,60.0,62.0,64.0,35.0,70.0,59.0,49.0,37.0,63.0
18875,79.0,67.0,74.0,63.0,73.0,77.0,74.0,78.0,78.0,76.0,76.0,77.0,77.0,79.0,78.0,76.0
18876,81.0,68.0,68.0,67.0,75.0,68.0,77.0,69.0,70.0,67.0,30.0,67.0,65.0,30.0,25.0,73.0
18877,75.0,41.0,70.0,59.0,60.0,70.0,65.0,69.0,62.0,45.0,60.0,50.0,72.0,66.0,66.0,65.0
18878,71.0,62.0,58.0,60.0,62.0,49.0,63.0,65.0,66.0,59.0,54.0,64.0,47.0,39.0,35.0,64.0
18879,72.0,57.0,77.0,69.0,69.0,75.0,77.0,74.0,75.0,71.0,60.0,65.0,81.0,66.0,64.0,72.0
18880,68.0,66.0,56.0,62.0,65.0,44.0,59.0,46.0,70.0,54.0,17.0,59.0,43.0,19.0,20.0,62.0
18881,81.0,18.0,32.0,10.0,15.0,31.0,12.0,57.0,35.0,18.0,21.0,17.0,28.0,15.0,13.0,68.0
18882,78.0,68.0,72.0,63.0,74.0,70.0,73.0,71.0,73.0,71.0,69.0,71.0,68.0,73.0,68.0,73.0
18883,88.0,21.0,31.0,8.0,21.0,80.0,23.0,54.0,34.0,21.0,52.0,54.0,56.0,21.0,8.0,83.0
18884,78.0,77.0,74.0,80.0,77.0,67.0,80.0,74.0,85.0,77.0,34.0,81.0,73.0,43.0,33.0,78.0
18885,72.0,42.0,63.0,25.0,65.0,58.0,63.0,47.0,61.0,39.0,64.0,49.0,57.0,65.0,63.0,63.0
18886,59.0,64.0,52.0,57.0,53.0,39.0,56.0,52.0,65.0,43.0,22.0,56.0,60.0,13.0,11.0,59.0
18887,82.0,52.0,77.0,60.0,76.0,74.0,77.0,72.0,76.0,69.0,68.0,60.0,75.0,70.0,64.0,73.0
18888,74.0,62.0,73.0,58.0,71.0,67.0,75.0,72.0,73.0,74.0,65.0,65.0,73.0,70.0,67.0,72.0
18889,75.0,28.0,71.0,11.0,50.0,69.0,62.0,69.0,45.0,16.0,75.0,55.0,43.0,76.0,74.0,75.0
18890,81.0,36.0,63.0,66.0,51.0,23.0,60.0,76.0,50.0,36.0,69.0,68.0,68.0,75.0,85.0,73.0
18891,70.0,48.0,66.0,48.0,66.0,64.0,67.0,63.0,76.0,70.0,65.0,53.0,63.0,64.0,62.0,67.0
18892,80.0,32.0,45.0,47.0,40.0,42.0,50.0,68.0,69.0,34.0,64.0,30.0,59.0,66.0,64.0,66.0
18893,87.0,81.0,75.0,78.0,75.0,41.0,79.0,79.0,87.0,59.0,79.0,87.0,72.0,30.0,16.0,81.0
18894,83.0,65.0,67.0,48.0,78.0,61.0,77.0,65.0,62.0,69.0,24.0,66.0,67.0,26.0,27.0,70.0
18895,72.0,57.0,72.0,63.0,64.0,70.0,70.0,68.0,80.0,74.0,65.0,61.0,62.0,60.0,63.0,68.0
18896,83.0,65.0,74.0,50.0,62.0,81.0,62.0,68.0,80.0,63.0,73.0,60.0,68.0,76.0,73.0,75.0
18897,79.0,69.0,78.0,74.0,75.0,77.0,78.0,70.0,77.0,73.0,20.0,73.0,77.0,23.0,20.0,74.0
18898,83.0,60.0,79.0,56.0,68.0,73.0,75.0,78.0,72.0,74.0,80.0,73.0,72.0,79.0,75.0,77.0
18899,72.0,53.0,69.0,53.0,69.0,71.0,71.0,60.0,80.0,73.0,52.0,63.0,73.0,52.0,60.0,68.0
18900,75.0,76.0,59.0,68.0,68.0,37.0,70.0,71.0,78.0,56.0,37.0,71.0,57.0,43.0,33.0,73.0
18901,76.0,68.0,82.0,64.0,76.0,80.0,80.0,70.0,74.0,76.0,48.0,76.0,82.0,48.0,44.0,76.0
18902,75.0,62.0,73.0,58.0,71.0,67.0,75.0,72.0,73.0,74.0,65.0,65.0,73.0,70.0,67.0,72.0
18903,86.0,56.0,76.0,68.0,72.0,74.0,75.0,79.0,62.0,59.0,77.0,76.0,75.0,80.0,79.0,77.0
18904,72.0,71.0,69.0,72.0,66.0,60.0,72.0,70.0,66.0,60.0,40.0,77.0,69.0,39.0,36.0,70.0
18905,72.0,45.0,68.0,65.0,60.0,68.0,62.0,65.0,80.0,66.0,75.0,49.0,47.0,75.0,75.0,72.0
18906,79.0,55.0,78.0,51.0,58.0,76.0,66.0,73.0,70.0,67.0,80.0,48.0,72.0,81.0,78.0,76.0
18907,71.0,61.0,66.0,59.0,67.0,71.0,73.0,66.0,82.0,79.0,46.0,65.0,71.0,47.0,48.0,71.0
18908,77.0,30.0,72.0,31.0,65.0,67.0,64.0,64.0,54.0,28.0,66.0,70.0,64.0,74.0,71.0,72.0
18909,79.0,61.0,75.0,45.0,67.0,68.0,74.0,69.0,68.0,67.0,60.0,60.0,70.0,58.0,46.0,68.0
18910,75.0,66.0,59.0,56.0,71.0,51.0,67.0,54.0,62.0,61.0,22.0,63.0,58.0,54.0,42.0,63.0
18911,58.0,25.0,25.0,25.0,25.0,25.0,25.0,65.0,22.0,25.0,23.0,25.0,25.0,25.0,25.0,58.0
18912,75.0,60.0,65.0,52.0,64.0,57.0,65.0,43.0,59.0,50.0,27.0,62.0,61.0,13.0,10.0,64.0
18913,76.0,78.0,76.0,74.0,79.0,71.0,79.0,78.0,76.0,75.0,44.0,80.0,80.0,41.0,34.0,76.0
18914,75.0,25.0,31.0,25.0,25.0,31.0,33.0,56.0,20.0,25.0,21.0,25.0,25.0,25.0,25.0,65.0
18915,78.0,66.0,79.0,74.0,67.0,73.0,71.0,75.0,69.0,66.0,78.0,76.0,83.0,74.0,68.0,75.0
18916,64.0,22.0,51.0,17.0,23.0,41.0,54.0,53.0,36.0,25.0,54.0,52.0,44.0,60.0,62.0,58.0
18917,70.0,38.0,62.0,30.0,66.0,57.0,64.0,59.0,62.0,22.0,61.0,16.0,51.0,63.0,63.0,64.0
18918,79.0,11.0,22.0,11.0,12.0,17.0,13.0,82.0,34.0,10.0,21.0,11.0,33.0,9.0,10.0,78.0
18919,81.0,78.0,74.0,74.0,72.0,59.0,77.0,69.0,75.0,73.0,31.0,76.0,68.0,20.0,25.0,74.0
18920,62.0,17.0,42.0,17.0,46.0,31.0,54.0,56.0,30.0,12.0,54.0,15.0,33.0,61.0,54.0,58.0
18921,81.0,59.0,78.0,55.0,78.0,78.0,80.0,79.0,76.0,74.0,73.0,74.0,76.0,79.0,77.0,77.0
18922,69.0,71.0,63.0,67.0,68.0,43.0,65.0,65.0,72.0,65.0,22.0,67.0,51.0,27.0,24.0,69.0
18923,66.0,44.0,67.0,44.0,63.0,57.0,65.0,67.0,70.0,52.0,67.0,46.0,52.0,70.0,68.0,66.0
18924,69.0,66.0,70.0,69.0,68.0,69.0,70.0,71.0,83.0,71.0,63.0,62.0,66.0,66.0,61.0,69.0
18925,64.0,20.0,55.0,23.0,20.0,48.0,42.0,52.0,21.0,32.0,31.0,46.0,33.0,55.0,62.0,57.0
18926,70.0,60.0,46.0,42.0,69.0,42.0,65.0,65.0,68.0,64.0,31.0,63.0,42.0,21.0,24.0,63.0
18927,75.0,59.0,76.0,61.0,71.0,76.0,77.0,72.0,80.0,74.0,65.0,69.0,72.0,63.0,56.0,73.0
18928,76.0,72.0,58.0,59.0,76.0,31.0,75.0,56.0,81.0,64.0,27.0,58.0,66.0,37.0,35.0,69.0
18929,66.0,45.0,63.0,44.0,61.0,61.0,63.0,60.0,65.0,56.0,62.0,46.0,58.0,65.0,63.0,62.0
18930,84.0,23.0,24.0,10.0,23.0,82.0,22.0,69.0,22.0,23.0,65.0,64.0,63.0,23.0,11.0,82.0
18931,82.0,54.0,75.0,38.0,64.0,71.0,66.0,78.0,56.0,41.0,78.0,58.0,54.0,85.0,78.0,78.0
18932,81.0,63.0,75.0,63.0,81.0,70.0,80.0,61.0,60.0,71.0,25.0,67.0,67.0,32.0,30.0,72.0
18933,79.0,39.0,41.0,40.0,47.0,47.0,46.0,68.0,69.0,63.0,71.0,63.0,60.0,82.0,67.0,72.0
18934,57.0,35.0,52.0,47.0,60.0,52.0,57.0,64.0,47.0,47.0,56.0,54.0,50.0,46.0,55.0,57.0
18935,67.0,44.0,56.0,56.0,48.0,57.0,55.0,63.0,67.0,49.0,73.0,41.0,65.0,68.0,66.0,65.0
18936,75.0,34.0,60.0,29.0,46.0,48.0,62.0,71.0,42.0,29.0,75.0,54.0,45.0,78.0,66.0,74.0
18937,82.0,72.0,87.0,81.0,81.0,85.0,85.0,83.0,81.0,79.0,79.0,73.0,84.0,71.0,59.0,82.0
18938,85.0,56.0,65.0,59.0,83.0,66.0,79.0,70.0,67.0,70.0,22.0,64.0,70.0,25.0,24.0,75.0
18939,79.0,65.0,67.0,42.0,79.0,64.0,73.0,72.0,57.0,60.0,41.0,64.0,57.0,32.0,34.0,69.0
18940,75.0,32.0,62.0,45.0,59.0,56.0,60.0,63.0,60.0,42.0,64.0,53.0,52.0,69.0,62.0,65.0
18941,77.0,29.0,64.0,51.0,23.0,61.0,61.0,60.0,56.0,46.0,61.0,57.0,48.0,74.0,73.0,69.0
18942,70.0,32.0,73.0,32.0,58.0,66.0,69.0,71.0,53.0,35.0,69.0,55.0,48.0,73.0,76.0,70.0
18943,78.0,44.0,74.0,47.0,68.0,67.0,69.0,73.0,63.0,49.0,74.0,51.0,66.0,75.0,77.0,72.0
18944,81.0,77.0,68.0,75.0,70.0,59.0,72.0,76.0,78.0,82.0,35.0,78.0,64.0,42.0,42.0,75.0
18945,75.0,30.0,66.0,31.0,39.0,64.0,68.0,71.0,67.0,29.0,67.0,39.0,57.0,75.0,71.0,72.0
18946,65.0,25.0,62.0,29.0,46.0,58.0,55.0,56.0,57.0,42.0,64.0,34.0,33.0,63.0,62.0,65.0
18947,77.0,33.0,61.0,26.0,28.0,49.0,60.0,54.0,40.0,24.0,67.0,44.0,51.0,66.0,67.0,69.0
18948,75.0,12.0,35.0,9.0,11.0,33.0,25.0,62.0,27.0,12.0,18.0,8.0,13.0,10.0,16.0,70.0
18949,67.0,62.0,49.0,58.0,53.0,44.0,58.0,63.0,55.0,52.0,64.0,66.0,62.0,39.0,20.0,59.0
18950,69.0,62.0,72.0,51.0,67.0,68.0,73.0,68.0,64.0,61.0,67.0,67.0,44.0,61.0,55.0,65.0
18951,79.0,81.0,74.0,81.0,76.0,56.0,80.0,79.0,77.0,70.0,39.0,84.0,66.0,40.0,41.0,79.0
18952,80.0,57.0,80.0,68.0,72.0,72.0,76.0,73.0,67.0,69.0,81.0,43.0,68.0,74.0,68.0,72.0
18953,77.0,74.0,70.0,74.0,75.0,62.0,74.0,73.0,80.0,68.0,46.0,77.0,69.0,44.0,37.0,75.0
18954,79.0,64.0,71.0,51.0,86.0,67.0,82.0,72.0,81.0,71.0,31.0,69.0,63.0,31.0,17.0,77.0
18955,70.0,23.0,58.0,25.0,46.0,56.0,48.0,60.0,37.0,24.0,58.0,21.0,31.0,61.0,52.0,61.0
18956,64.0,31.0,67.0,46.0,53.0,65.0,61.0,65.0,63.0,61.0,66.0,53.0,64.0,59.0,60.0,64.0
18957,72.0,49.0,72.0,71.0,72.0,64.0,77.0,70.0,80.0,77.0,33.0,72.0,70.0,25.0,21.0,72.0
18958,64.0,54.0,61.0,43.0,61.0,52.0,61.0,66.0,56.0,53.0,61.0,64.0,62.0,54.0,47.0,60.0
18959,91.0,86.0,88.0,87.0,91.0,82.0,94.0,80.0,82.0,86.0,93.0,91.0,90.0,45.0,32.0,87.0
18960,70.0,31.0,57.0,33.0,49.0,54.0,46.0,49.0,51.0,32.0,51.0,41.0,39.0,51.0,56.0,52.0
18961,73.0,58.0,66.0,53.0,69.0,58.0,70.0,66.0,67.0,54.0,15.0,65.0,68.0,50.0,15.0,67.0
18962,70.0,58.0,58.0,32.0,42.0,49.0,66.0,62.0,44.0,56.0,65.0,72.0,39.0,67.0,69.0,68.0
18963,75.0,25.0,24.0,25.0,25.0,25.0,21.0,70.0,22.0,25.0,23.0,25.0,25.0,25.0,25.0,74.0
18964,77.0,79.0,72.0,76.0,77.0,60.0,77.0,78.0,78.0,66.0,30.0,86.0,70.0,33.0,32.0,77.0
18965,81.0,68.0,79.0,79.0,78.0,89.0,84.0,67.0,82.0,76.0,67.0,75.0,74.0,55.0,57.0,77.0
18966,81.0,71.0,72.0,60.0,76.0,66.0,72.0,73.0,71.0,67.0,27.0,61.0,71.0,28.0,30.0,71.0
18967,65.0,54.0,56.0,44.0,59.0,42.0,61.0,47.0,63.0,52.0,25.0,54.0,57.0,25.0,25.0,59.0
18968,82.0,25.0,28.0,25.0,25.0,25.0,26.0,74.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,77.0
18969,78.0,63.0,66.0,61.0,67.0,53.0,66.0,58.0,63.0,54.0,24.0,64.0,65.0,25.0,25.0,63.0
18970,64.0,50.0,61.0,57.0,55.0,60.0,63.0,58.0,62.0,56.0,60.0,63.0,60.0,65.0,63.0,62.0
18971,63.0,15.0,65.0,30.0,54.0,60.0,57.0,53.0,42.0,13.0,68.0,20.0,39.0,68.0,67.0,63.0
18972,74.0,44.0,58.0,31.0,30.0,57.0,53.0,65.0,53.0,50.0,64.0,22.0,21.0,69.0,68.0,65.0
18973,85.0,65.0,83.0,77.0,80.0,80.0,82.0,73.0,82.0,75.0,52.0,65.0,84.0,59.0,50.0,77.0
18974,67.0,28.0,53.0,38.0,40.0,37.0,51.0,66.0,55.0,39.0,61.0,25.0,50.0,61.0,65.0,63.0
18975,88.0,76.0,88.0,83.0,81.0,87.0,86.0,91.0,86.0,86.0,86.0,82.0,86.0,80.0,77.0,88.0
18976,83.0,69.0,78.0,70.0,76.0,75.0,79.0,77.0,77.0,69.0,76.0,72.0,81.0,78.0,72.0,77.0
18977,83.0,64.0,74.0,63.0,78.0,67.0,77.0,71.0,83.0,73.0,44.0,74.0,67.0,31.0,23.0,76.0
18978,75.0,58.0,75.0,69.0,82.0,69.0,79.0,79.0,82.0,59.0,68.0,74.0,70.0,69.0,67.0,75.0
18979,85.0,66.0,75.0,68.0,84.0,76.0,83.0,80.0,80.0,79.0,73.0,73.0,78.0,75.0,72.0,81.0
18980,86.0,69.0,75.0,74.0,86.0,65.0,84.0,70.0,81.0,66.0,46.0,76.0,62.0,56.0,52.0,76.0
18981,72.0,59.0,75.0,54.0,61.0,72.0,69.0,69.0,85.0,76.0,72.0,63.0,73.0,67.0,60.0,71.0
18982,72.0,27.0,61.0,32.0,45.0,54.0,58.0,55.0,42.0,22.0,57.0,32.0,30.0,64.0,62.0,59.0
18983,60.0,64.0,47.0,39.0,59.0,29.0,50.0,52.0,51.0,51.0,25.0,57.0,44.0,25.0,20.0,58.0
18984,61.0,47.0,58.0,50.0,67.0,52.0,60.0,52.0,52.0,59.0,64.0,63.0,65.0,56.0,57.0,61.0
18985,67.0,58.0,61.0,53.0,64.0,60.0,60.0,69.0,76.0,63.0,67.0,62.0,63.0,70.0,70.0,67.0
18986,68.0,60.0,66.0,75.0,65.0,65.0,65.0,70.0,81.0,65.0,66.0,67.0,64.0,66.0,63.0,68.0
18987,71.0,62.0,69.0,66.0,71.0,66.0,70.0,54.0,64.0,51.0,26.0,58.0,53.0,22.0,27.0,66.0
18988,68.0,63.0,63.0,44.0,76.0,57.0,63.0,58.0,58.0,61.0,57.0,60.0,55.0,47.0,45.0,63.0
18989,80.0,72.0,74.0,74.0,78.0,67.0,79.0,69.0,76.0,74.0,32.0,68.0,74.0,25.0,21.0,74.0
18990,81.0,82.0,62.0,74.0,73.0,51.0,74.0,78.0,72.0,74.0,33.0,81.0,65.0,25.0,25.0,77.0
18991,73.0,33.0,65.0,47.0,62.0,66.0,63.0,55.0,69.0,58.0,64.0,42.0,52.0,71.0,67.0,68.0
18992,66.0,39.0,47.0,28.0,32.0,50.0,51.0,63.0,31.0,39.0,70.0,22.0,48.0,70.0,63.0,66.0
18993,84.0,70.0,75.0,71.0,86.0,61.0,81.0,71.0,74.0,73.0,26.0,73.0,74.0,27.0,22.0,76.0
18994,78.0,64.0,80.0,68.0,81.0,72.0,82.0,82.0,75.0,72.0,78.0,73.0,76.0,73.0,71.0,78.0
18995,77.0,28.0,70.0,31.0,54.0,62.0,69.0,60.0,42.0,44.0,76.0,39.0,50.0,73.0,75.0,70.0
18996,74.0,51.0,67.0,53.0,72.0,63.0,69.0,58.0,69.0,73.0,33.0,75.0,76.0,55.0,49.0,71.0
18997,72.0,55.0,62.0,37.0,68.0,62.0,54.0,66.0,60.0,49.0,51.0,54.0,59.0,30.0,32.0,65.0
18998,80.0,32.0,69.0,17.0,56.0,66.0,66.0,73.0,42.0,23.0,75.0,25.0,43.0,80.0,79.0,76.0
18999,68.0,33.0,55.0,41.0,60.0,49.0,58.0,57.0,54.0,45.0,61.0,46.0,37.0,59.0,60.0,56.0
19000,65.0,49.0,50.0,38.0,34.0,45.0,54.0,65.0,46.0,44.0,54.0,37.0,45.0,67.0,61.0,65.0
19001,73.0,22.0,57.0,11.0,41.0,52.0,66.0,56.0,56.0,51.0,54.0,53.0,57.0,74.0,64.0,67.0
19002,67.0,10.0,31.0,9.0,9.0,31.0,22.0,66.0,29.0,11.0,24.0,11.0,44.0,10.0,11.0,58.0
19003,68.0,66.0,66.0,65.0,71.0,57.0,61.0,64.0,72.0,59.0,43.0,71.0,65.0,41.0,46.0,67.0
19004,78.0,71.0,81.0,72.0,81.0,74.0,82.0,75.0,78.0,78.0,54.0,73.0,78.0,56.0,54.0,78.0
19005,64.0,44.0,66.0,47.0,53.0,59.0,67.0,61.0,63.0,46.0,67.0,54.0,63.0,68.0,63.0,64.0
19006,76.0,25.0,35.0,25.0,25.0,33.0,29.0,70.0,40.0,25.0,24.0,25.0,25.0,25.0,25.0,76.0
19007,78.0,12.0,22.0,13.0,16.0,33.0,29.0,58.0,44.0,14.0,20.0,10.0,32.0,13.0,13.0,62.0
19008,73.0,11.0,25.0,8.0,12.0,78.0,33.0,74.0,21.0,12.0,57.0,42.0,32.0,8.0,9.0,70.0
19009,74.0,30.0,44.0,31.0,44.0,54.0,52.0,62.0,52.0,43.0,67.0,22.0,38.0,69.0,67.0,68.0
19010,66.0,42.0,66.0,31.0,58.0,61.0,65.0,61.0,52.0,51.0,68.0,53.0,51.0,65.0,67.0,66.0
19011,65.0,20.0,22.0,19.0,20.0,66.0,22.0,70.0,20.0,20.0,48.0,34.0,52.0,27.0,42.0,60.0
19012,74.0,79.0,63.0,76.0,63.0,69.0,68.0,81.0,75.0,64.0,32.0,83.0,55.0,22.0,19.0,74.0
19013,74.0,66.0,76.0,60.0,75.0,75.0,76.0,58.0,77.0,76.0,47.0,67.0,78.0,59.0,43.0,73.0
19014,74.0,70.0,60.0,69.0,73.0,43.0,72.0,78.0,69.0,62.0,30.0,72.0,67.0,31.0,30.0,68.0
19015,79.0,69.0,77.0,61.0,78.0,79.0,78.0,77.0,73.0,64.0,22.0,76.0,80.0,16.0,12.0,77.0
19016,64.0,26.0,57.0,50.0,40.0,38.0,44.0,63.0,61.0,38.0,66.0,24.0,32.0,66.0,60.0,64.0
19017,66.0,53.0,67.0,59.0,67.0,48.0,67.0,65.0,66.0,57.0,38.0,68.0,59.0,20.0,32.0,66.0
19018,77.0,23.0,61.0,32.0,51.0,67.0,54.0,58.0,62.0,56.0,68.0,22.0,58.0,62.0,61.0,65.0
19019,81.0,33.0,67.0,27.0,52.0,69.0,68.0,78.0,72.0,48.0,85.0,29.0,53.0,86.0,82.0,80.0
19020,71.0,64.0,48.0,55.0,62.0,38.0,63.0,55.0,64.0,59.0,12.0,59.0,49.0,16.0,15.0,61.0
19021,69.0,65.0,56.0,41.0,68.0,45.0,60.0,58.0,67.0,43.0,16.0,59.0,49.0,16.0,15.0,61.0
19022,65.0,54.0,49.0,51.0,49.0,46.0,65.0,69.0,51.0,50.0,60.0,54.0,82.0,63.0,63.0,58.0
19023,78.0,60.0,72.0,66.0,61.0,70.0,72.0,71.0,79.0,65.0,78.0,77.0,66.0,72.0,73.0,73.0
19024,67.0,52.0,52.0,45.0,55.0,51.0,55.0,50.0,57.0,50.0,45.0,52.0,47.0,52.0,47.0,57.0
19025,67.0,24.0,64.0,50.0,40.0,56.0,52.0,67.0,60.0,58.0,71.0,20.0,38.0,68.0,67.0,67.0
19026,73.0,21.0,60.0,32.0,53.0,57.0,61.0,66.0,81.0,52.0,75.0,19.0,55.0,78.0,68.0,73.0
19027,73.0,65.0,71.0,68.0,75.0,59.0,74.0,67.0,74.0,67.0,34.0,64.0,65.0,45.0,48.0,70.0
19028,66.0,22.0,60.0,36.0,51.0,56.0,60.0,63.0,56.0,31.0,61.0,58.0,55.0,64.0,65.0,65.0
19029,78.0,32.0,57.0,37.0,42.0,61.0,60.0,69.0,57.0,30.0,80.0,31.0,41.0,72.0,60.0,69.0
19030,80.0,32.0,58.0,31.0,54.0,49.0,64.0,67.0,66.0,58.0,64.0,26.0,52.0,75.0,70.0,70.0
19031,84.0,77.0,80.0,76.0,81.0,72.0,83.0,80.0,81.0,82.0,77.0,78.0,81.0,26.0,22.0,78.0
19032,83.0,25.0,31.0,25.0,25.0,35.0,21.0,76.0,34.0,25.0,25.0,25.0,25.0,25.0,25.0,80.0
19033,75.0,72.0,75.0,62.0,76.0,73.0,77.0,61.0,78.0,75.0,63.0,63.0,68.0,36.0,25.0,73.0
19034,57.0,15.0,35.0,27.0,28.0,40.0,45.0,47.0,36.0,17.0,40.0,31.0,34.0,56.0,57.0,49.0
19035,70.0,67.0,71.0,65.0,67.0,66.0,72.0,67.0,69.0,66.0,70.0,67.0,75.0,33.0,22.0,69.0
19036,75.0,60.0,85.0,67.0,73.0,85.0,83.0,79.0,75.0,80.0,40.0,70.0,82.0,56.0,34.0,75.0
19037,75.0,65.0,66.0,70.0,75.0,62.0,74.0,64.0,68.0,62.0,35.0,72.0,67.0,31.0,27.0,70.0
19038,86.0,15.0,32.0,16.0,15.0,23.0,15.0,76.0,24.0,17.0,21.0,12.0,49.0,13.0,17.0,79.0
19039,76.0,56.0,76.0,66.0,74.0,74.0,76.0,70.0,65.0,72.0,56.0,68.0,74.0,66.0,72.0,72.0
19040,83.0,71.0,72.0,68.0,84.0,52.0,83.0,69.0,70.0,75.0,31.0,73.0,71.0,18.0,14.0,74.0
19041,75.0,62.0,68.0,58.0,69.0,65.0,69.0,66.0,61.0,70.0,59.0,72.0,72.0,37.0,33.0,66.0
19042,72.0,33.0,59.0,57.0,43.0,63.0,60.0,63.0,57.0,46.0,42.0,35.0,30.0,51.0,50.0,54.0
19043,76.0,57.0,65.0,48.0,68.0,64.0,71.0,71.0,65.0,59.0,68.0,64.0,60.0,74.0,67.0,70.0
19044,63.0,54.0,62.0,65.0,68.0,64.0,67.0,60.0,61.0,59.0,68.0,58.0,62.0,49.0,78.0,61.0
19045,72.0,59.0,71.0,58.0,63.0,63.0,69.0,70.0,74.0,66.0,67.0,61.0,43.0,74.0,72.0,71.0
19046,83.0,68.0,87.0,70.0,87.0,83.0,88.0,88.0,66.0,67.0,59.0,83.0,88.0,41.0,25.0,83.0
19047,90.0,81.0,86.0,79.0,90.0,82.0,89.0,84.0,78.0,82.0,41.0,83.0,85.0,27.0,22.0,87.0
19048,81.0,74.0,77.0,72.0,86.0,42.0,80.0,80.0,82.0,64.0,41.0,78.0,57.0,20.0,13.0,78.0
19049,68.0,41.0,62.0,44.0,56.0,58.0,60.0,70.0,86.0,65.0,71.0,40.0,52.0,70.0,63.0,67.0
19050,82.0,58.0,57.0,44.0,67.0,52.0,64.0,65.0,64.0,54.0,27.0,61.0,55.0,28.0,25.0,61.0
19051,83.0,66.0,87.0,70.0,68.0,86.0,82.0,74.0,88.0,85.0,77.0,73.0,90.0,82.0,73.0,78.0
